FIPS Code, State/Area, Year, Month, Total Civilian Non-Institutional Population in State/Area, Total Civilian Labor Force in State/Area, Percent (%) of State/Area's Population, Total Employment in State/Area, Percent (%) of Labor Force Employed in State/Area, Total Unemployment in State/Area, Percent (%) of Labor Force Unemployed in State/Area
08, Colorado,2019,10,4539699,3121420,68.8,3039940,67,81480,2.6
09, Connecticut,2019,10,2915082,1946103,66.8,1874552,64.3,71551,3.7
10, Delaware,2019,10,786022,485115,61.7,467197,59.4,17918,3.7
11, District of Columbia,2019,10,563669,400943,71.1,380186,67.4,20757,5.2
12, Florida,2019,10,17342554,10368447,59.8,10045884,57.9,322563,3.1
13, Georgia,2019,10,8235985,5188228,63,5009722,60.8,178506,3.4
15, Hawaii,2019,10,1124531,688669,61.2,672333,59.8,16336,2.4
16, Idaho,2019,10,1392896,897416,64.4,871771,62.6,25645,2.9
17, Illinois,2019,10,10124996,6525954,64.5,6286173,62.1,239781,3.7
18, Indiana,2019,10,5270906,3412290,64.7,3300410,62.6,111880,3.3
19, Iowa,2019,10,2491968,1751349,70.3,1702985,68.3,48364,2.8
20, Kansas,2019,10,2243910,1511145,67.3,1461908,65.2,49237,3.3
21, Kentucky,2019,10,3520039,2078656,59.1,1994566,56.7,84090,4
22, Louisiana,2019,10,3585721,2110389,58.9,2008163,56,102226,4.8
23, Maine,2019,10,1122420,700469,62.4,679103,60.5,21366,3.1
24, Maryland,2019,10,4853557,3353342,69.1,3243692,66.8,109650,3.3
25, Massachusetts,2019,10,5735157,3839638,66.9,3727975,65,111663,2.9
26, Michigan,2019,10,8057259,4981280,61.8,4782814,59.4,198466,4
27, Minnesota,2019,10,4464132,3121525,69.9,3019036,67.6,102489,3.3
28, Mississippi,2019,10,2280882,1282481,56.2,1210413,53.1,72068,5.6
29, Missouri,2019,10,4820114,3091677,64.1,2988481,62,103196,3.3
30, Montana,2019,10,857808,548198,63.9,528989,61.7,19209,3.5
31, Nebraska,2019,10,1497372,1056774,70.6,1023064,68.3,33710,3.2
32, Nevada,2019,10,2424377,1561801,64.4,1498156,61.8,63645,4.1
33, New Hampshire,2019,10,1133046,784414,69.2,764052,67.4,20362,2.6
34, New Jersey,2019,10,7364742,4735359,64.3,4560884,61.9,174475,3.7
35, New Mexico,2019,10,1649583,958729,58.1,911965,55.3,46764,4.9
36, New York,2019,10,16245034,9886761,60.9,9500903,58.5,385858,3.9
51000, New York city,2019,10,7107466,4268073,60.1,4105974,57.8,162099,3.8
37, North Carolina,2019,10,8158950,5018415,61.5,4824917,59.1,193498,3.9
38, North Dakota,2019,10,593783,413593,69.7,404898,68.2,8695,2.1
39, Ohio,2019,10,9309494,5904838,63.4,5650758,60.7,254080,4.3
40, Oklahoma,2019,10,3021089,1846557,61.1,1787697,59.2,58860,3.2
41, Oregon,2019,10,3413135,2094425,61.4,2021841,59.2,72584,3.5
42, Pennsylvania,2019,10,10421393,6589949,63.2,6301001,60.5,288948,4.4
44, Rhode Island,2019,10,893403,577871,64.7,557700,62.4,20171,3.5
45, South Carolina,2019,10,4020056,2326504,57.9,2269392,56.5,57112,2.5
46, South Dakota,2019,10,671500,466176,69.4,453315,67.5,12861,2.8
47, Tennessee,2019,10,5415806,3346601,61.8,3234369,59.7,112232,3.4
48, Texas,2019,10,21882866,14024711,64.1,13529427,61.8,495284,3.5
49, Utah,2019,10,2381240,1630934,68.5,1591627,66.8,39307,2.4
50, Vermont,2019,10,533319,353223,66.2,345460,64.8,7763,2.2
51, Virginia,2019,10,6735040,4429848,65.8,4310206,64,119642,2.7
53, Washington,2019,10,6056196,3964612,65.5,3806436,62.9,158176,4
54, West Virginia,2019,10,1451758,798819,55,758284,52.2,40535,5.1
55, Wisconsin,2019,10,4679495,3111764,66.5,3010700,64.3,101064,3.2
56, Wyoming,2019,10,448284,294589,65.7,282955,63.1,11634,3.9
01, Alabama,2019,11,3946542,2276651,57.7,2207391,55.9,69260,3
02, Alaska,2019,11,544814,353046,64.8,334195,61.3,18851,5.3
04, Arizona,2019,11,5581906,3468810,62.1,3304986,59.2,163824,4.7
05, Arkansas,2019,11,2335846,1358510,58.2,1310605,56.1,47905,3.5
06, California,2019,11,31092162,19526010,62.8,18728829,60.2,797181,4.1
037, Los Angeles County,2019,11,8058160,5212480,64.7,4973651,61.7,238829,4.6
08, Colorado,2019,11,4544977,3128304,68.8,3043847,67,84457,2.7
09, Connecticut,2019,11,2915563,1947497,66.8,1875035,64.3,72462,3.7
10, Delaware,2019,11,786990,484584,61.6,466823,59.3,17761,3.7
11, District of Columbia,2019,11,563861,401741,71.2,380770,67.5,20971,5.2
12, Florida,2019,11,17362730,10387270,59.8,10069962,58,317308,3.1
13, Georgia,2019,11,8244474,5196567,63,5018217,60.9,178350,3.4
15, Hawaii,2019,11,1124680,689710,61.3,673683,59.9,16027,2.3
16, Idaho,2019,11,1396148,899249,64.4,874025,62.6,25224,2.8
17, Illinois,2019,11,10123998,6520059,64.4,6282493,62.1,237566,3.6
18, Indiana,2019,11,5273897,3414590,64.7,3302570,62.6,112020,3.3
19, Iowa,2019,11,2492940,1749368,70.2,1701780,68.3,47588,2.7
20, Kansas,2019,11,2244771,1512514,67.4,1463414,65.2,49100,3.2
21, Kentucky,2019,11,3521301,2078831,59,1994918,56.7,83913,4
22, Louisiana,2019,11,3585773,2110022,58.8,2007746,56,102276,4.8
23, Maine,2019,11,1123092,700668,62.4,678712,60.4,21956,3.1
24, Maryland,2019,11,4855388,3357914,69.2,3249248,66.9,108666,3.2
25, Massachusetts,2019,11,5737474,3836640,66.9,3726016,64.9,110624,2.9
26, Michigan,2019,11,8058851,4978893,61.8,4786071,59.4,192822,3.9
27, Minnesota,2019,11,4466732,3126229,70,3022952,67.7,103277,3.3
28, Mississippi,2019,11,2280940,1281580,56.2,1210245,53.1,71335,5.6
29, Missouri,2019,11,4822220,3095243,64.2,2991108,62,104135,3.4
30, Montana,2019,11,858755,549340,64,530021,61.7,19319,3.5
31, Nebraska,2019,11,1498271,1057334,70.6,1024055,68.3,33279,3.1
32, Nevada,2019,11,2428378,1565992,64.5,1501574,61.8,64418,4.1
33, New Hampshire,2019,11,1133886,784633,69.2,764300,67.4,20333,2.6
34, New Jersey,2019,11,7368303,4746264,64.4,4566123,62,180141,3.8
35, New Mexico,2019,11,1650790,959947,58.2,912641,55.3,47306,4.9
36, New York,2019,11,16245245,9904428,61,9514584,58.6,389844,3.9
51000, New York city,2019,11,7105287,4274975,60.2,4110148,57.8,164827,3.9
37, North Carolina,2019,11,8167402,5023056,61.5,4831883,59.2,191173,3.8
38, North Dakota,2019,11,594045,413357,69.6,404802,68.1,8555,2.1
39, Ohio,2019,11,9311911,5915539,63.5,5660000,60.8,255539,4.3
40, Oklahoma,2019,11,3023032,1846306,61.1,1787984,59.1,58322,3.2
41, Oregon,2019,11,3415980,2094636,61.3,2023258,59.2,71378,3.4
42, Pennsylvania,2019,11,10423815,6593548,63.3,6301612,60.5,291936,4.4
44, Rhode Island,2019,11,893849,578324,64.7,558232,62.5,20092,3.5
45, South Carolina,2019,11,4025026,2328768,57.9,2269784,56.4,58984,2.5
46, South Dakota,2019,11,671997,466323,69.4,453706,67.5,12617,2.7
47, Tennessee,2019,11,5421206,3349654,61.8,3234902,59.7,114752,3.4
48, Texas,2019,11,21913794,14049832,64.1,13558434,61.9,491398,3.5
49, Utah,2019,11,2385605,1634430,68.5,1595027,66.9,39403,2.4
50, Vermont,2019,11,533516,353248,66.2,345667,64.8,7581,2.1
51, Virginia,2019,11,6739304,4438033,65.9,4314533,64,123500,2.8
53, Washington,2019,11,6063379,3971480,65.5,3817222,63,154258,3.9
54, West Virginia,2019,11,1451393,799341,55.1,758515,52.3,40826,5.1
55, Wisconsin,2019,11,4681929,3109501,66.4,3010069,64.3,99432,3.2
56, Wyoming,2019,11,448535,294890,65.7,282929,63.1,11961,4.1
01, Alabama,2019,12,3948677,2274286,57.6,2203603,55.8,70683,3.1
02, Alaska,2019,12,544765,353020,64.8,334249,61.4,18771,5.3
04, Arizona,2019,12,5591724,3475107,62.1,3310351,59.2,164756,4.7
05, Arkansas,2019,12,2336888,1357794,58.1,1309953,56.1,47841,3.5
06, California,2019,12,31097199,19565560,62.9,18751201,60.3,814359,4.2
037, Los Angeles County,2019,12,8055557,5231456,64.9,4984345,61.9,247111,4.7
08, Colorado,2019,12,4549990,3133811,68.9,3045150,66.9,88661,2.8
09, Connecticut,2019,12,2915958,1946805,66.8,1873463,64.2,73342,3.8
10, Delaware,2019,12,787914,483633,61.4,466032,59.1,17601,3.6
11, District of Columbia,2019,12,564017,402396,71.3,380934,67.5,21462,5.3
12, Florida,2019,12,17381899,10396424,59.8,10083108,58,313316,3
13, Georgia,2019,12,8252522,5202079,63,5021928,60.9,180151,3.5
15, Hawaii,2019,12,1124772,690095,61.4,674409,60,15686,2.3
16, Idaho,2019,12,1399350,900353,64.3,875519,62.6,24834,2.8
17, Illinois,2019,12,10122415,6513265,64.3,6275833,62,237432,3.6
18, Indiana,2019,12,5276602,3412569,64.7,3299855,62.5,112714,3.3
19, Iowa,2019,12,2493804,1744525,70,1697885,68.1,46640,2.7
20, Kansas,2019,12,2245561,1512705,67.4,1463520,65.2,49185,3.3
21, Kentucky,2019,12,3522371,2076707,59,1992523,56.6,84184,4.1
22, Louisiana,2019,12,3585647,2105307,58.7,2003853,55.9,101454,4.8
23, Maine,2019,12,1123727,699997,62.3,677642,60.3,22355,3.2
24, Maryland,2019,12,4857021,3362081,69.2,3252096,67,109985,3.3
25, Massachusetts,2019,12,5739529,3829604,66.7,3720005,64.8,109599,2.9
26, Michigan,2019,12,8060046,4972310,61.7,4783505,59.3,188805,3.8
27, Minnesota,2019,12,4469109,3130379,70,3025549,67.7,104830,3.3
28, Mississippi,2019,12,2280895,1280058,56.1,1208806,53,71252,5.6
29, Missouri,2019,12,4824112,3094815,64.2,2991415,62,103400,3.3
30, Montana,2019,12,859687,549838,64,530406,61.7,19432,3.5
31, Nebraska,2019,12,1499060,1056803,70.5,1024057,68.3,32746,3.1
32, Nevada,2019,12,2432219,1568672,64.5,1503316,61.8,65356,4.2
33, New Hampshire,2019,12,1134660,783667,69.1,763377,67.3,20290,2.6
34, New Jersey,2019,12,7371512,4752986,64.5,4567851,62,185135,3.9
35, New Mexico,2019,12,1651902,960760,58.2,912506,55.2,48254,5
36, New York,2019,12,16244544,9913846,61,9519010,58.6,394836,4
51000, New York city,2019,12,7103352,4280022,60.3,4110433,57.9,169589,4
37, North Carolina,2019,12,8175421,5023963,61.5,4834082,59.1,189881,3.8
38, North Dakota,2019,12,594261,412619,69.4,404207,68,8412,2
39, Ohio,2019,12,9313912,5924607,63.6,5666842,60.8,257765,4.4
40, Oklahoma,2019,12,3024834,1843930,61,1786162,59,57768,3.1
41, Oregon,2019,12,3418638,2093864,61.2,2022579,59.2,71285,3.4
42, Pennsylvania,2019,12,10425767,6588288,63.2,6293991,60.4,294297,4.5
44, Rhode Island,2019,12,894223,578028,64.6,557740,62.4,20288,3.5
45, South Carolina,2019,12,4029822,2329660,57.8,2267885,56.3,61775,2.7
46, South Dakota,2019,12,672462,466087,69.3,453726,67.5,12361,2.7
47, Tennessee,2019,12,5426345,3349275,61.7,3233025,59.6,116250,3.5
48, Texas,2019,12,21943443,14065707,64.1,13576338,61.9,489369,3.5
49, Utah,2019,12,2389917,1636696,68.5,1596964,66.8,39732,2.4
50, Vermont,2019,12,533736,352852,66.1,345548,64.7,7304,2.1
51, Virginia,2019,12,6743227,4439914,65.8,4315067,64,124847,2.8
53, Washington,2019,12,6070251,3974992,65.5,3824379,63,150613,3.8
54, West Virginia,2019,12,1450977,799331,55.1,758068,52.2,41263,5.2
55, Wisconsin,2019,12,4684115,3105297,66.3,3007528,64.2,97769,3.1
56, Wyoming,2019,12,448761,295088,65.8,282659,63,12429,4.2
01, Alabama,2020,1,3950613,2269715,57.5,2197356,55.6,72359,3.2
02, Alaska,2020,1,544695,352920,64.8,333990,61.3,18930,5.4
04, Arizona,2020,1,5601414,3477155,62.1,3311092,59.1,166063,4.8
05, Arkansas,2020,1,2337836,1355834,58,1308003,55.9,47831,3.5
06, California,2020,1,31101210,19590529,63,18754316,60.3,836213,4.3
037, Los Angeles County,2020,1,8053271,5245158,65.1,4987797,61.9,257361,4.9
08, Colorado,2020,1,4554757,3136173,68.9,3042478,66.8,93695,3
09, Connecticut,2020,1,2916173,1943476,66.6,1869398,64.1,74078,3.8
10, Delaware,2020,1,788800,482323,61.1,464813,58.9,17510,3.6
11, District of Columbia,2020,1,564120,402467,71.3,380366,67.4,22101,5.5
12, Florida,2020,1,17400392,10387092,59.7,10076556,57.9,310536,3
13, Georgia,2020,1,8260162,5203244,63,5019687,60.8,183557,3.5
15, Hawaii,2020,1,1124810,689607,61.3,674250,59.9,15357,2.2
16, Idaho,2020,1,1402465,900710,64.2,875946,62.5,24764,2.7
17, Illinois,2020,1,10120391,6507618,64.3,6266207,61.9,241411,3.7
18, Indiana,2020,1,5279090,3406212,64.5,3292286,62.4,113926,3.3
19, Iowa,2020,1,2494569,1736848,69.6,1690991,67.8,45857,2.6
20, Kansas,2020,1,2246210,1511079,67.3,1461735,65.1,49344,3.3
21, Kentucky,2020,1,3523351,2071871,58.8,1987029,56.4,84842,4.1
22, Louisiana,2020,1,3585322,2097121,58.5,1997143,55.7,99978,4.8
23, Maine,2020,1,1124313,698238,62.1,675789,60.1,22449,3.2
24, Maryland,2020,1,4858369,3364825,69.3,3251292,66.9,113533,3.4
25, Massachusetts,2020,1,5741315,3815555,66.5,3707253,64.6,108302,2.8
26, Michigan,2020,1,8060860,4960110,61.5,4772430,59.2,187680,3.8
27, Minnesota,2020,1,4471266,3131633,70,3024453,67.6,107180,3.4
28, Mississippi,2020,1,2280733,1277947,56,1205864,52.9,72083,5.6
29, Missouri,2020,1,4825738,3091396,64.1,2988797,61.9,102599,3.3
30, Montana,2020,1,860571,549481,63.9,530034,61.6,19447,3.5
31, Nebraska,2020,1,1499832,1054980,70.3,1022742,68.2,32238,3.1
32, Nevada,2020,1,2435980,1569274,64.4,1502659,61.7,66615,4.2
33, New Hampshire,2020,1,1135409,781294,68.8,761057,67,20237,2.6
34, New Jersey,2020,1,7374396,4753250,64.5,4563931,61.9,189319,4
35, New Mexico,2020,1,1652926,960609,58.1,911204,55.1,49405,5.1
36, New York,2020,1,16243219,9909100,61,9508711,58.5,400389,4
51000, New York city,2020,1,7101725,4280567,60.3,4104862,57.8,175705,4.1
37, North Carolina,2020,1,8183024,5020586,61.4,4830887,59,189699,3.8
38, North Dakota,2020,1,594463,411668,69.3,403150,67.8,8518,2.1
39, Ohio,2020,1,9315401,5926598,63.6,5663883,60.8,262715,4.4
40, Oklahoma,2020,1,3026479,1840004,60.8,1782431,58.9,57573,3.1
41, Oregon,2020,1,3421134,2091853,61.1,2019333,59,72520,3.5
42, Pennsylvania,2020,1,10427171,6574603,63.1,6275927,60.2,298676,4.5
44, Rhode Island,2020,1,894558,576723,64.5,556008,62.2,20715,3.6
45, South Carolina,2020,1,4034418,2327774,57.7,2262788,56.1,64986,2.8
46, South Dakota,2020,1,672906,465201,69.1,453124,67.3,12077,2.6
47, Tennessee,2020,1,5431220,3343516,61.6,3227352,59.4,116164,3.5
48, Texas,2020,1,21972326,14064669,64,13572739,61.8,491930,3.5
49, Utah,2020,1,2394038,1637058,68.4,1596928,66.7,40130,2.5
50, Vermont,2020,1,533915,352193,66,344899,64.6,7294,2.1
51, Virginia,2020,1,6746853,4435880,65.7,4310258,63.9,125622,2.8
53, Washington,2020,1,6076848,3975766,65.4,3826405,63,149361,3.8
54, West Virginia,2020,1,1450416,798553,55.1,756806,52.2,41747,5.2
55, Wisconsin,2020,1,4686070,3098300,66.1,3002763,64.1,95537,3.1
56, Wyoming,2020,1,448927,295103,65.7,282027,62.8,13076,4.4
01, Alabama,2020,2,3951770,2263536,57.3,2189357,55.4,74179,3.3
02, Alaska,2020,2,544496,352509,64.7,333315,61.2,19194,5.4
04, Arizona,2020,2,5609932,3475147,61.9,3307090,59,168057,4.8
05, Arkansas,2020,2,2338306,1353366,57.9,1305298,55.8,48068,3.6
06, California,2020,2,31101089,19600700,63,18739937,60.3,860763,4.4
037, Los Angeles County,2020,2,8050254,5254129,65.3,4985099,61.9,269030,5.1
08, Colorado,2020,2,4558962,3134966,68.8,3035949,66.6,99017,3.2
09, Connecticut,2020,2,2915862,1937926,66.5,1863172,63.9,74754,3.9
10, Delaware,2020,2,789499,480824,60.9,463272,58.7,17552,3.7
11, District of Columbia,2020,2,564131,401557,71.2,378857,67.2,22700,5.7
12, Florida,2020,2,17415035,10355357,59.5,10047103,57.7,308254,3
13, Georgia,2020,2,8266455,5200327,62.9,5012344,60.6,187983,3.6
15, Hawaii,2020,2,1124635,688418,61.2,673337,59.9,15081,2.2
16, Idaho,2020,2,1405372,900434,64.1,875315,62.3,25119,2.8
17, Illinois,2020,2,10116661,6505487,64.3,6255066,61.8,250421,3.8
18, Indiana,2020,2,5280681,3395560,64.3,3280551,62.1,115009,3.4
19, Iowa,2020,2,2494803,1726959,69.2,1681760,67.4,45199,2.6
20, Kansas,2020,2,2246451,1507455,67.1,1458276,64.9,49179,3.3
21, Kentucky,2020,2,3523630,2064321,58.6,1978980,56.2,85341,4.1
22, Louisiana,2020,2,3584347,2088182,58.3,1990004,55.5,98178,4.7
23, Maine,2020,2,1124649,695507,61.8,673167,59.9,22340,3.2
24, Maryland,2020,2,4858861,3364687,69.2,3247302,66.8,117385,3.5
25, Massachusetts,2020,2,5742130,3793932,66.1,3687342,64.2,106590,2.8
26, Michigan,2020,2,8060147,4940523,61.3,4753232,59,187291,3.8
27, Minnesota,2020,2,4472643,3128603,69.9,3018477,67.5,110126,3.5
28, Mississippi,2020,2,2280139,1275096,55.9,1201565,52.7,73531,5.8
29, Missouri,2020,2,4826424,3087875,64,2983721,61.8,104154,3.4
30, Montana,2020,2,861270,548362,63.7,529066,61.4,19296,3.5
31, Nebraska,2020,2,1500312,1052084,70.1,1020296,68,31788,3
32, Nevada,2020,2,2439412,1567999,64.3,1499482,61.5,68517,4.4
33, New Hampshire,2020,2,1135900,777768,68.5,757610,66.7,20158,2.6
34, New Jersey,2020,2,7376085,4745496,64.3,4553129,61.7,192367,4.1
35, New Mexico,2020,2,1653708,959276,58,908745,55,50531,5.3
36, New York,2020,2,16239142,9888746,60.9,9482072,58.4,406674,4.1
51000, New York city,2020,2,7099401,4276190,60.2,4093110,57.7,183080,4.3
37, North Carolina,2020,2,8189154,5015309,61.2,4824639,58.9,190670,3.8
38, North Dakota,2020,2,594547,410920,69.1,401870,67.6,9050,2.2
39, Ohio,2020,2,9315122,5917612,63.5,5647645,60.6,269967,4.6
40, Oklahoma,2020,2,3027571,1835566,60.6,1777580,58.7,57986,3.2
41, Oregon,2020,2,3423064,2088774,61,2013968,58.8,74806,3.6
42, Pennsylvania,2020,2,10426474,6558396,62.9,6249855,59.9,308541,4.7
44, Rhode Island,2020,2,894759,574293,64.2,553279,61.8,21014,3.7
45, South Carolina,2020,2,4038171,2322982,57.5,2254742,55.8,68240,2.9
46, South Dakota,2020,2,673197,463763,68.9,452047,67.1,11716,2.5
47, Tennessee,2020,2,5435124,3333416,61.3,3217481,59.2,115935,3.5
48, Texas,2020,2,21998554,14044023,63.8,13544117,61.6,499906,3.6
49, Utah,2020,2,2397938,1635501,68.2,1595056,66.5,40445,2.5
50, Vermont,2020,2,533991,351542,65.8,343765,64.4,7777,2.2
51, Virginia,2020,2,6749274,4431692,65.7,4301256,63.7,130436,2.9
53, Washington,2020,2,6082503,3975448,65.4,3823597,62.9,151851,3.8
54, West Virginia,2020,2,1449587,796737,55,754670,52.1,42067,5.3
55, Wisconsin,2020,2,4687171,3088456,65.9,2995950,63.9,92506,3
56, Wyoming,2020,2,449083,294899,65.7,281045,62.6,13854,4.7
01, Alabama,2020,3,3953349,2257190,57.1,2181563,55.2,75627,3.4
02, Alaska,2020,3,544428,351776,64.6,332470,61.1,19306,5.5
04, Arizona,2020,3,5618816,3471496,61.8,3300867,58.7,170629,4.9
05, Arkansas,2020,3,2339011,1370421,58.6,1303311,55.7,67110,4.9
06, California,2020,3,31101801,19279024,62,18214858,58.6,1064166,5.5
037, Los Angeles County,2020,3,8047549,4996994,62.1,4688915,58.3,308079,6.2
08, Colorado,2020,3,4563458,3131873,68.6,3028141,66.4,103732,3.3
09, Connecticut,2020,3,2915783,1931567,66.2,1856382,63.7,75185,3.9
10, Delaware,2020,3,790277,486281,61.5,461818,58.4,24463,5
11, District of Columbia,2020,3,564189,402059,71.3,379017,67.2,23042,5.7
12, Florida,2020,3,17430868,10185817,58.4,9779208,56.1,406609,4
13, Georgia,2020,3,8273465,5195902,62.8,5004093,60.5,191809,3.7
15, Hawaii,2020,3,1124485,687050,61.1,672197,59.8,14853,2.2
16, Idaho,2020,3,1408411,898624,63.8,874283,62.1,24341,2.7
17, Illinois,2020,3,10113769,6453631,63.8,6128533,60.6,325098,5
18, Indiana,2020,3,5282792,3316930,62.8,3201982,60.6,114948,3.5
19, Iowa,2020,3,2495326,1716150,68.8,1671967,67,44183,2.6
20, Kansas,2020,3,2246949,1502714,66.9,1454455,64.7,48259,3.2
21, Kentucky,2020,3,3524315,2055235,58.3,1970322,55.9,84913,4.1
22, Louisiana,2020,3,3583727,2127433,59.4,1985884,55.4,141549,6.7
23, Maine,2020,3,1125108,692447,61.5,670338,59.6,22109,3.2
24, Maryland,2020,3,4859717,3362070,69.2,3243118,66.7,118952,3.5
25, Massachusetts,2020,3,5743473,3767296,65.6,3663226,63.8,104070,2.8
26, Michigan,2020,3,8060244,4914397,61,4730654,58.7,183743,3.7
27, Minnesota,2020,3,4474513,3121760,69.8,3009157,67.3,112603,3.6
28, Mississippi,2020,3,2279730,1272954,55.8,1198039,52.6,74915,5.9
29, Missouri,2020,3,4827650,3087475,64,2978541,61.7,108934,3.5
30, Montana,2020,3,862055,546745,63.4,527842,61.2,18903,3.5
31, Nebraska,2020,3,1500939,1057331,70.4,1011018,67.4,46313,4.4
32, Nevada,2020,3,2442901,1541337,63.1,1429679,58.5,111658,7.2
33, New Hampshire,2020,3,1136544,773772,68.1,753809,66.3,19963,2.6
34, New Jersey,2020,3,7378281,4731203,64.1,4538549,61.5,192654,4.1
35, New Mexico,2020,3,1654561,947047,57.2,892283,53.9,54764,5.8
36, New York,2020,3,16236177,9857996,60.7,9446108,58.2,411888,4.2
51000, New York city,2020,3,7097328,4269813,60.2,4079042,57.5,190771,4.5
37, North Carolina,2020,3,8196008,4794704,58.5,4604557,56.2,190147,4
38, North Dakota,2020,3,594709,410875,69.1,400840,67.4,10035,2.4
39, Ohio,2020,3,9315901,5836200,62.6,5559433,59.7,276767,4.7
40, Oklahoma,2020,3,3028964,1832151,60.5,1773343,58.5,58808,3.2
41, Oregon,2020,3,3425283,2085592,60.9,2008419,58.6,77173,3.7
42, Pennsylvania,2020,3,10426857,6544736,62.8,6221656,59.7,323080,4.9
44, Rhode Island,2020,3,895006,570496,63.7,549728,61.4,20768,3.6
45, South Carolina,2020,3,4042325,2316819,57.3,2245791,55.6,71028,3.1
46, South Dakota,2020,3,673571,462536,68.7,451294,67,11242,2.4
47, Tennessee,2020,3,5439593,3322132,61.1,3204962,58.9,117170,3.5
48, Texas,2020,3,22025684,13886742,63,13192514,59.9,694228,5
49, Utah,2020,3,2402106,1633126,68,1592671,66.3,40455,2.5
50, Vermont,2020,3,534118,351214,65.8,342469,64.1,8745,2.5
51, Virginia,2020,3,6752283,4435006,65.7,4293314,63.6,141692,3.2
53, Washington,2020,3,6088663,3959292,65,3752772,61.6,206520,5.2
54, West Virginia,2020,3,1448971,794006,54.8,751985,51.9,42021,5.3
55, Wisconsin,2020,3,4688750,3077856,65.6,2989234,63.8,88622,2.9
56, Wyoming,2020,3,449285,294534,65.6,279961,62.3,14573,4.9
01, Alabama,2020,4,3958957,2197212,55.5,1894333,47.8,302879,13.8
02, Alaska,2020,4,544768,337740,62,297837,54.7,39903,11.8
04, Arizona,2020,4,5632105,3392569,60.2,2924473,51.9,468096,13.8
05, Arkansas,2020,4,2342915,1354929,57.8,1217892,52,137037,10.1
06, California,2020,4,31220365,18734307,60,15715696,50.3,3018611,16.1
037, Los Angeles County,2020,4,8076351,4800114,59.4,3964435,49.1,835679,17.4
08, Colorado,2020,4,4579912,3010172,65.7,2674983,58.4,335189,11.1
09, Connecticut,2020,4,2912065,1837410,63.1,1686681,57.9,150729,8.2
10, Delaware,2020,4,793948,471552,59.4,410044,51.6,61508,13
11, District of Columbia,2020,4,566000,391969,69.3,348069,61.5,43900,11.2
12, Florida,2020,4,17463406,9419108,53.9,8168575,46.8,1250533,13.3
13, Georgia,2020,4,8293629,4961228,59.8,4347117,52.4,614111,12.4
15, Hawaii,2020,4,1127304,648464,57.5,502109,44.5,146355,22.6
16, Idaho,2020,4,1415456,886924,62.7,783130,55.3,103794,11.7
17, Illinois,2020,4,10143878,6266872,61.8,5137718,50.6,1129154,18
18, Indiana,2020,4,5297067,3234173,61.1,2691549,50.8,542624,16.8
19, Iowa,2020,4,2498316,1691996,67.7,1508098,60.4,183898,10.9
20, Kansas,2020,4,2252673,1496966,66.5,1311273,58.2,185693,12.4
21, Kentucky,2020,4,3529190,2050779,58.1,1707751,48.4,343028,16.7
22, Louisiana,2020,4,3596710,1995747,55.5,1726753,48,268994,13.5
23, Maine,2020,4,1125936,654428,58.1,593707,52.7,60721,9.3
24, Maryland,2020,4,4875400,3210541,65.9,2921072,59.9,289469,9
25, Massachusetts,2020,4,5755476,3476035,60.4,2889467,50.2,586568,16.9
26, Michigan,2020,4,8074942,4568963,56.6,3537612,43.8,1031351,22.6
27, Minnesota,2020,4,4484943,3035053,67.7,2767200,61.7,267853,8.8
28, Mississippi,2020,4,2283141,1208977,53,1020894,44.7,188083,15.6
29, Missouri,2020,4,4835879,2935721,60.7,2600695,53.8,335026,11.4
30, Montana,2020,4,863459,539358,62.5,474993,55,64365,11.9
31, Nebraska,2020,4,1504546,1048044,69.7,963257,64,84787,8.1
32, Nevada,2020,4,2451982,1471006,60,1020828,41.6,450178,30.6
33, New Hampshire,2020,4,1138988,747950,65.7,628133,55.1,119817,16
34, New Jersey,2020,4,7407649,4486453,60.6,3817083,51.5,669370,14.9
35, New Mexico,2020,4,1661793,902428,54.3,820897,49.4,81531,9
36, New York,2020,4,16292612,9140152,56.1,7711204,47.3,1428948,15.6
51000, New York city,2020,4,7131615,3720286,52.2,3248594,45.6,471692,12.7
37, North Carolina,2020,4,8208294,4635833,56.5,3979213,48.5,656620,14.2
38, North Dakota,2020,4,595181,411084,69.1,375275,63.1,35809,8.7
39, Ohio,2020,4,9340171,5557283,59.5,4646478,49.7,910805,16.4
40, Oklahoma,2020,4,3032673,1809858,59.7,1583753,52.2,226105,12.5
41, Oregon,2020,4,3435896,2042159,59.4,1761686,51.3,280473,13.7
42, Pennsylvania,2020,4,10462647,6369649,60.9,5339307,51,1030342,16.2
44, Rhode Island,2020,4,896811,547167,61,448613,50,98554,18
45, South Carolina,2020,4,4050609,2317899,57.2,2046298,50.5,271601,11.7
46, South Dakota,2020,4,674338,462800,68.6,422147,62.6,40653,8.8
47, Tennessee,2020,4,5457696,3203528,58.7,2698710,49.4,504818,15.8
48, Texas,2020,4,22103936,13317744,60.3,11617489,52.6,1700255,12.8
49, Utah,2020,4,2416336,1629752,67.4,1467247,60.7,162505,10
50, Vermont,2020,4,535221,353034,66,303528,56.7,49506,14
51, Virginia,2020,4,6765089,4323875,63.9,3806812,56.3,517063,12
53, Washington,2020,4,6111357,4048654,66.2,3377478,55.3,671176,16.6
54, West Virginia,2020,4,1446507,762225,52.7,642446,44.4,119779,15.7
